11	#Toronto	-

TWEET	62549478816743424	51262182
1	"	-
2	Spring	-
3	Peepers	-
4	"	-
5	watercolor	-
6	,	-
7	6	-
8	"	-
9	x	-
10	8	-
11	"	-
12	by	5
13	Chris	-
14	Beckfor	-
15	the	-
16	challenge	-
17	"	-
18	2nd	-
19	Annual	-
20	Peeps	-
21	Challenge	-
22	"	-
23	April	-
24	2011	-
25	http://fb.me/JrTtLgdD	-

TWEET	74596036592664577	137701952
1	Had	-
2	Fun	-
3	,	-
4	Now	-
5	I'm	-
6	Omw	-
7	To	5
8	My	-
9	Gma	-
10	House	-
11	For	5
12	Her	-
13	Birthday	-

TWEET	276623922886230016	612203
1	It	-
2	saddens	-
3	me	-
4	that	2
5	#Chuuni	-
6	would	-
7	end	-
8	one	-
9	day	-
10	.	-
11	The	-
12	weirdest	-
13	love	-
14	story	-
15	but	-
16	its	-
17	so	-
18	awesome	-
19	...	-

TWEET	1862828876	20143253
1	The	-
2	retards	-
3	at	2
4	Silicon	-
5	Alley	-
6	Insider	-
7	who	-
8	think	-
9	they	-
10	are	-
11	really	-
12	funny	-
13	want	-
14	to	-
15	hire	-
16	more	-
17	"	-
18	funny	-
19	"	-
20	writers	-
21	:	-
22	http://bit.ly/1636sK	-

TWEET	228001988711964673	7471292
1	Ross	-
2	Douthat	-
3	:	-
4	The	-
5	Politics	-
6	of	5
7	The	-
8	Dark	-
9	Knight	-
10	Rises	-
11	http://t.co/ATZuWtCe	-

TWEET	28855774628	16074809
1	@LauraKMM	-
2	@ChanealDenise	-
3	Yes	-
4	!	-
5	DM	-
6	an	-
7	email	-
8	address	-
9	to	-
10	send	-
11	the	-
12	link	-
13	to	10
14	!	-

TWEET	57134427708465152	16541329
1	@ViRiDiS68	-
2	ha	-
3	!	-
4	I'm	-
5	gonna	-
6	go	-
7	with	6
8	yes	-

TWEET	1437915678	21814382
1	@ChantelleFiddy	-
2	no	-
3	,	-
4	no	-
5	.	-
6	The	-
7	entire	-
8	situation	-
9	,	-
10	the	-
11	blatent	-
12	disregard	-
13	for	12
14	public	-
15	safety	-
16	...	-

TWEET	505512239583862784	15726227
1	Well	-
2	done	-
3	,	-
4	Rick	-
5	Perry	-
6	!	-
7	National	-
8	Guard	-
9	using	-
10	food	-
11	bank	-
12	in	9
13	Rio	-
14	Grande	-
15	Valley	-
16	because	9
17	troops	-
18	haven't	-
19	been	-
20	paid	-
21	http://t.co/rBhXVCqYQE	-

TWEET	79913418886356992	25625618
1	I	-
2	don't	-
3	care	-
4	how	-
5	poor	-
6	a	-
7	man	-
8	is	-
9	;	-
10	if	15
11	he	-
12	has	-
13	family	-
14	,	-
15	he's	-
16	rich	-
17	.	-
18	~	-
19	Dan	-
20	Wilcox	-
21	#quotes	-
22	-	-
23	2nd	-
24	Sun	-
25	of	24
26	the	-
27	month	-
28	is	-
29	our	-
30	family	-
31	day	-
32	.	-
33	Everyone's	-
34	comin	-

TWEET	82804767818129408	56391672
1	More	-
2	than	1
3	ready	-
4	for	3
5	a	-
6	change	-
7	and	-
8	this	-
9	is	-
10	my	-
11	chance	-
12	to	-
13	turn	-
14	things	-
15	around	13

TWEET	175632939084808193	6744382
1	Your	-
2	Average	-
3	Facebook	-
4	Post	-
5	Only	-
6	Reaches	-
7	16%	-
8	Of	7
9	Your	-
10	Friends	-
11	http://t.co/Y6YEXS2G	-
12	(	-
13	via	11
14	@techcrunch	-
15	)	-

TWEET	216124176124223488	27766586
1	#wimbledon	-
2	get	-
3	back	-
4	in	2
5	my	-
6	life	-

TWEET	416062595712299010	19990737
1	Oh	-
2	Matt	-
3	Smith	-
4	,	-
5	you	-
6	do	-
7	like	-
8	to	-
9	break	-
10	my	-
11	heart	-
12	.	-
13	Kudos	-
14	for	13
15	an	-
16	interesting	-
17	run	-
18	.	-
19	Goodbye	-
20	Sweetie	-
21	.	-
22	#doctorwho	-

TWEET	127964649550385152	35522273
1	And	-
2	i	-
3	still	-
4	don't	-
5	know	-
6	what	-
7	will	-
8	be	-
9	my	-
10	costume	-
11	for	10
12	Panty	-
13	Monsters	-
14	halloween	-
15	.	-
16	#brainstorm	-

TWEET	308285644642320385	7316712
1	I've	-
2	gained	-
3	the	-
4	world	-
5	then	-
6	lost	-
7	my	-
8	soulMaybe	-
9	it's	-
10	cause	9
11	I'm	-
12	getting	-
13	old	-
14	..	-
15		-
16	http://t.co/AY4ktD5idc	-

TWEET	1057434172	16689621
1	Check	-
2	out	-
3	the	-
4	blog	-
5	button	-
6	I	-
7	made	-
8	for	7
9	www.dexterphilip.blogspot.com	-
10	!	-

TWEET	337653475104149504	30192882
1	"	-
2	@AaronBlakeWP	-
3	:	-
4	BREAKING	-
5	:	-
6	Rep.	-
7	Jo	-
8	Bonner	-
9	(	-
10	R-Ala	-
11	.	-
12	)	-
13	resigning	-
14	from	13
15	Congress	-
16	|	-
17	http://t.co/fpNsxjWnbS	-
18	http://t.co/OKHyMd7nUa	-
19	"	-

TWEET	404455931976499200	50309548
1	#kartuHaloUNTIED	-
2	#DWP13	-
3	?	-
4	One	-
5	Out	4
6	of	5
7	Two	-
8	(	-
9	feat	-
10	.	-
11	Irfane	-
12	)	-
13	by	4
14	Breakbot	-
15	(	-
16	with	14
17	Baba	-
18	and	-
19	Affan	-
20	)	-
21		-
22	https://t.co/GHVjyEDU23	-

TWEET	79369892704436226	159156360
1	;	-
2	idk	-
3	why	-
4	...	-
5	but	-
6	ifeel	-
7	like	6
8	talkin	-
9	dirty	-
10	O_o	-

TWEET	28923343756	6483772
1	We	-
2	Talk	-
3	“Megamind”	-
4	with	2
5	Will	-
6	and	-
7	Tina	-
8	!	-
9	http://ow.ly/30v2Z	-

TWEET	28841540324	41845188
1	New	-
2	NC	-
3	Highway	-
4	Signs	-
5	Welcome	-
6	Motorists	-
7	To	6
8	"	-
9	Most	-
10	Military	-
11	Friendly	-
12	State	-
13	"	-
14	:	-
15	New	-
16	signs	-
17	going	-
18	up	-
19	on	16
20	the	-
21	major	-
22	highways	-
23	...	-
24	http://bit.ly/cPNH6e	-

TWEET	172878792359030786	192656701
1	Feelin	-
2	like	1
3	poop	-
4	..	-

TWEET	410966661424889857	61875454
1	I'd	-
2	never	-
3	heard	-
4	@helenarney's	-
5	2010	-
6	Christmas	-
7	album	-
8	until	3
9	now	-
10	,	-
11	but	-
12	it's	-
13	really	-
14	damn	-
15	funny	-
16	.	-
17	Name	-
18	Your	-
19	Price	-
20	@Bandcamp	-
21	:	-
22	http://t.co/AjDxN3QHnJ	-

TWEET	28926180755	33052817
1	#IfMyMomsHadATwitter	-
2	I	-
3	would	-
4	throw	-
5	subs	-
6	at	4
7	her	-
8	like	3
9	it	-
10	was	-
11	no	-
12	tomorrow	-
13	-_-	-

TWEET	222667003066990592	14073465
1	New	-
2	post	-
3	from	2
4	@forgodsfame	-
5	http://t.co/r9wkTR1n	-
6	Mission	-
7	Team	-
8	Shares	-
9	the	-
10	Gospel	-
11	in	8
12	a	-
13	Park	-
14	on	8
15	Saturday	-

TWEET	138332009507471360	26651457
1	Oh	-
2	wait	-
3	penalties	-
4	to	-
5	keep	-
6	the	-
7	drive	-
8	alive	-
9	.	-
10	Thank	-
11	God	-
12	that	-
13	old	-
14	mantra	-
15	has	-
16	come	-
17	back	-
18	in	16
19	#lions	-
20	return	-
21	trip	-
22	to	21
23	suck	-
24	town	-

TWEET	43619323041951744	32862596
1	David	-
2	Quinn	-
3	strikes	-
4	a	-
5	blow	-
6	for	3
7	new	-
8	'	-
9	anti-establishment	-
10	'	-
11	cause	-
12	.	-
13	Is	-
14	traditional	-
15	conservatism	-
16	really	-
17	the	-
18	new	-
19	radicalism	-
20	?	-
21	http://bit.ly/hxrm7L	-

TWEET	479351654873968640	62039048
1	Because	0
2	despite	7
3	his	-
4	bad	-
5	appearances	-
6	,	-
7	he's	-
8	still	-
9	a	-
10	more	-
11	experienced	-
12	player	-
13	rather	-
14	than	12
15	Costa	-
16	.	-
17	And	-
18	oh	-
19	,	-
20	if	-
21	you	-
22	say	-
23	it's	-
24	Tiki	-
25	Taka	-
26	;	-
27	it's	-
28	not	-
29	.	-

TWEET	28869926834	19539314
1	If	13
2	you	-
3	can	-
4	see	-
5	only	-
6	one	-
7	Darfur	-
8	documentary	-
9	this	-
10	year	-
11	,	-
12	I	-
13	recommend	-
14	The	-
15	Devil	-
16	Came	-
17	on	16
18	Horseback	-
19	.	-
20	http://3.ly/udhv	-

TWEET	524636190214217728	16626601
1	@slicklikeagato	-
2	@kiastar	-
3	iono	-
4	why	-
5	yall	-
6	niggas	-
7	wanna	-
8	debate	-
9	on	8
10	my	-
11	opinion	-
12	lmaaaooo	-
13	i	-
14	will	-
15	leave	-
16	my	-
17	john	-
18	legend	-
19	boom	-
20	box	-
21	home	-
22	when	-
23	we	-
24	get	-
25	up	-
26	!	-

TWEET	500111610862907392	73758245
1	.	-
2	@ncjks	-
3	I	-
4	never	-
5	try	-
6	to	-
7	talk	-
8	to	7
9	cab	-
10	drivers	-
11	but	-
12	they	-
13	always	-
14	check	-
15	me	-
16	out	-
17	the	-
18	entire	-
19	fucking	-
20	time	-
21	through	20
22	their	-
23	mirrors	-
24	with	14
25	few	-
26	exceptions	-
27	.	-

TWEET	39171767599759360	47582440
1	RT	-
2		-
3	@guardiantech	-
4	:	-
5	Is	-
6	this	-
7	the	-
8	start	-
9	of	8
10	the	-
11	second	-
12	dotcom	-
13	bubble	-
14	?	-
15	http://bit.ly/fMT2lW	-
16	"	-
17	It	-
18	certainly	-
19	feels	-
20	like	19
21	it	-

TWEET	5471782052	28252130
1	Blog	-
2	post	-
3	on	2
4	Designer	-
5	Cakes	-
6	with	2
7	true	-
8	artistic	-
9	flair	-
10	...	-
11	read	-
12	on	11
13	.....	-
14	http://tinyurl.com/lf4bm8	-

TWEET	28912847694	86584184
1	It's	-
2	physically	-
3	impossible	-
4	.	-
5	RT	-
6	@RoscoSpears	-
7	:	-
8	I	-
9	just	-
10	attempted	-
11	to	-
12	hold	-
13	my	-
14	eyelids	-
15	open	-
16	whole	12
17	sneezing	-
18	.	-
19	It	-
20	didn't	-
21	quite	-
22	work	-
23	out	-
24	as	22
25	planned	-
26	.	-

TWEET	434904764690604032	69752034
1	Wait	-
2	...	-
3	it's	-
4	over	3
5	?	-

TWEET	18200888943	16272323
1	Dear	-
2	God	-
3	:	-
4	Perfect	-
5	weather	-
6	today	-
7	!	-
8	No	-
9	additives	-
10	needed	-
11	.	-
12	Like	0
13	locusts	-
14	.	-
15	Or	-
16	humidity	-
17	.	-

TWEET	496083053094375425	42135903
1	@natstradamus__	-
2	lmao	-
3	like	0
4	you	-
5	could	-
6	dance	-
7	bachata	-

TWEET	199069331429142528	1945551
1	You're	-
2	more	-
3	certain	-
4	of	3
5	yourself	-
6	now	-
7	,	-
8	and	-
9	you	-
10	may	-
11	attempt	-
12	to	-
13	ex	-
14	...	-
15	More	-
16	for	15
17	Libra	-
18	http://t.co/c0QyhihV	-

TWEET	1451702635	21399051
1	Also	-
2	catch	-
3	the	-
4	latest	-
5	subbacultcha	-
6	last	-
7	night	-
8	.	-
9	Like	0
10	that	-
11	magazine	-
12	http://www.subbacultcha.nl	-

TWEET	416333350576459776	47124322
1	The	-
2	view	-
3	from	2
4	our	-
5	room	-
6	at	5
7	Bodega	-
8	Bay	-
9	http://t.co/qmF7AmMPGU	-

TWEET	28898594491	55618669
1	@TeamEL_DeBarge	-
2	in	5
3	Bham	-
4	I	-
5	&	-
6	TeamEl_AL	-
7	will	-
8	be	-
9	in	8
10	full	-
11	effect	-
12	4	9
13	@ElDeBarge	-
14	10/30/10	-
15	!	-

TWEET	2897953643	34956315
1	@carolkoh	-
2	at	1
3	this	-
4	hour	-
5	??	-
6	@@	-

TWEET	478431953884954624	15015082
1	92.9	-
2	crew	-
3	don	-
4	bras	-
5	for	4
6	charity	-
7	-	-
8	The	-
9	West	-
10	Australian	-
11	http://t.co/JEhIhKLigc	-
12	#purplebraday	-

TWEET	2618890360	44713547
1	http://blip.fm/~9uvhd	-
2	via	1
3	@addthis	-
4	Music	-
5	Monday	-
6	!	-

TWEET	28893947470	135483343
1	Working	-
2	on	1
3	my	-
4	column	-
5	for	6
6	DWM	-
7	.	-

TWEET	28919812095	176442174
1	@TeamCSimpsPA	-
2	OMG	-
3	ur	-
4	from	3
5	PA	-
6	?	-
7	i	-
8	am	-
9	too	-
10	(:	-
11	where	-
12	abouts	0
13	?	-

TWEET	237463900671582208	14509805
1	@glitterloo	-
2	Happy	-
3	birthday	-
4	to	3
5	you	-
6	...	-
7	And	-
8	me	-
9	!!	-

TWEET	261662057550733314	71320713
1	Back	-
2	to	1

TWEET	451042539202957312	17240494
1	@Rothermellon	-
2	You're	-
3	still	-
4	pissed	-
5	about	4
6	the	-
7	time	-
8	like	7
9	ten	-
10	years	-
11	ago	-
12	,	-
13	aren't	-
14	you	-
15	?	-

TWEET	28891596169	81202640
1	What	-
2	#exhibitors	-
3	are	-
4	currently	-
5	least	-
6	satisfied	-
7	with	6
8	in	7
9	their	-
10	trade	-
11	show	-
12	display	-
13	http://ow.ly/30d3P	-
14	#exhbiting	-
15	#tradeshow	-
16	#eventprofs	-
17	#b2b	-

TWEET	283712099585228803	17639228
1	Now	-
2	that	-
3	family	-
4	is	-
5	gone	-
6	is	-
7	time	-
8	to	-
9	work	-
10	on	9
11	my	-
12	@AdamDamnLazzara	-
13	drawing	-
14	.	-
15	http://t.co/WNXQ4mZm	-

TWEET	472433251257049088	14395912
1	Dr.	-
2	Dre	-
3	-	-
4	The	-
5	Next	-
6	Episode	-
7	ft	-
8	.	-
9	Snoop	-
10	Dogg	-
11	,	-
12	Kurupt	-
13	,	-
14	Nate	-
15	Dogg	-
16	:	-
17	http://t.co/C1u3VqIM97	-
18	via	6
19	@YouTube	-

TWEET	179286349466181632	14261150
1	@teejaylasdkf	-
2	I	-
3	found	-
4	the	-
5	FNA	-
6	on	5
7	the	-
8	website	-
9	if	-
10	you	-
11	would	-
12	like	-
13	to	-
14	pick	-
15	up	-
16	a	-
17	copy	-
18	for	17
19	yourself	-
20	!	-

TWEET	3231761681	24715110
1	Saw	-
2	a	-
3	Knifing	-
4	Last	-
5	Night	-
6	in	1
7	Columbia	-
8	Heights	-
9	:	-
10	And	-
11	the	-
12	police	-
13	didn't	-
14	even	-
15	want	-
16	to	-
17	take	-
18	a	-
19	report	-
20	on	19
21	it	-
22	this	-
23	mornin	-
24	..	-
25	http://bit.ly/yArRV	-

TWEET	198479402135334912	15124486
1	13-Year-Old	-
2	Boy	-
3	Discovers	-
4	Mistake	-
5	On	4
6	6th	-
7	Century	-
8	Byzantine	-
9	Empires	-
10	Map	-
11	At	10
12	Metropolitan	-
13	Museum	-
14	Of	13
15	Art	-
16	http://t.co/6U17a5Lb	-

TWEET	141696541235752960	117711618
1	“	-
2	@TeamBekka	-
3	:	-
4	I	-
5	just	-
6	voted	-
7	for	6
8	Ian	-
9	Somerhalder	-
10	#tvdramaactor	-
11	#PeoplesChoice	-
12	.	-
13	Retweet	-
14	to	-
15	vote	-
16	http://t.co/Q0KjpsL9	-
17	via	15
18	@peopleschoice	-
19	”	-

TWEET	28926426924	29838495
1	Excited	-
2	for	1
3	rough	-
4	cut	-
5	screening	-
6	of	5
7	@lasourcemovie	-
8	tonight	-
9	.	-
10	Then	-
11	season	-
12	premier	-
13	of	12
14	Friday	-
15	Night	-
16	Lights	-
17	at	16
18	the	-
19	Man-sion	-
20	.	-
21	Yessirr	-
22	.	-

TWEET	117237373632380929	105710702
1	...	-
2	..	-
3	think	-
4	I	-
5	might	-
6	move	-
7	to	6
8	Raleigh	-
9	.	-
10	NCSU	-
11	giving	-
12	up	-
13	any	-
14	money	-
15	??	-

TWEET	214003490102587396	237562835
1	Rihanna	-
2	changed	-
3	her	-
4	all	-
5	style	-
6	she	-
7	was	-
8	nothing	-
9	like	8
10	she	-
11	is	-
12	now	-

TWEET	2107468576	19093540
1	Parenting	-
2	Tip	-
3	of	2
4	the	-
5	Day	-
6	:	-
7	Accidentally	-
8	break	-
9	a	-
10	glass	-
11	?	-
12	Don't	-
13	throw	-
14	it	-
15	away	-
16	...	-
17	broken	-
18	glasses	-
19	make	-
20	excellent	-
21	puzzles	-
22	!	-

TWEET	1178026119	14388639
1	http://tinyurl.com/cxex82	-
2	Facebook	-
3	app	-
4	&	-
5	animation	-
6	project	-
7	done	-
8	on	7
9	a	-
10	worldwide	-
11	basis	-
12	.	-
13	early	-
14	pilot	-
15	for	14
16	future	-
17	model	-
18	of	17
19	storytelling	-
20	#TED	-

TWEET	321842329222799360	15577224
1	LNP	-
2	are	-
3	in	2
4	the	-
5	process	-
6	of	5
7	drafting	-
8	new	-
9	policies	-
10	now	-
11	...	-
12	#auspol	-
13	#fraudband	-
14	http://t.co/GL423Pmkfs	-

TWEET	58033765989093376	22459367
1	#nothappy	-
2	that	1
3	Adelaide	-
4	has	-
5	lost	-
6	the	-
7	#rugbysevens	-

TWEET	391458537475293184	16250128
1	Well	-
2	...	-
3	is	-
4	it	-
5	?	-
6	?	-
7	"	-
8	Is	-
9	Your	-
10	Love	-
11	Big	-
12	Enough	-
13	?	-
